name_broker,zipcode_broker,description_broker,score_broker,number_reviews_broker,number_houses_for_sale_offered,number_houses_sold_last_12_months,url
Viva Makelaars Winschoten,9671 EX,"Viva Makelaars Winschoten adviseert en bemiddelt bij aankoop en verkoop van onroerend goed, zoals onder andere woningen en appartementen. Wij beschikken over een gevarieerd aanbod in voornamelijk Oost Groningen. Tevens verzorgt Viva Makelaars Winschoten taxaties voor hypotheken, boedelscheidingen en erfbelasting.Jarenlange kennis en ervaring van de eigenaren van Viva Makelaars staan garant voor een correct en betrouwbaar advies bij aankoop of verkoop van een woning of het uitvoeren van een taxatie. Viva Makelaars Winschoten is ‘thuis’ binnen het eigen werkgebied, kent de regio en is volledig op de hoogte van de actuele marktontwikkeling. Dit is een belangrijk uitgangspunt voor een juiste waardebepaling van uw woning.Uw vraag of opdracht is bij ons in goede handen, kwaliteit en vertrouwen staan voorop. Viva Makelaars Winschoten biedt een transparante dienstverlening en een optimaal en helder advies.Viva Makelaars Winschoten is aangesloten bij de Nederlandse Vereniging van Makelaars en Taxateurs in onroerende goederen, de NVM.Tevens is de makelaar van Viva Makelaars ingeschreven in het register van het Nederland Register Vastgoed Taxateurs en in het register van stichting VastgoedCert en is daarmee een gecertificeerde taxateur, alsmede een gediplomeerd Taxateur Bijzonder Beheer.",9.0,51,13,67,https://www.funda.nl/en/makelaars/kantoor/winschoten/9107-viva-makelaars-winschoten/
John Bull Makelaardij,6629 KL,"John Bull Makelaardij: 06 - 23 00 91 14U kunt er terecht voor verkoop, aankoop, taxaties en advies binnen de woningmarkt. Ook verzorg ik desgewenst aankoopbegeleidingADVIES: De makelaar als sparringpartner, als klankbord, voordat u beslist wat u wilt gaan doen.Woningen en AppartementenAankoop, Verkoop, Woonadvies en Persoonlijke begeleiding bij de aan- en verkoop.Starters, Senioren / Ouderen, Alleenstaanden, Gezinnen en Scheidende stellenVerkoop, Aankoop, Taxaties, Persoonlijk en eerlijk (woon)adviesNVM , VastgoedCert en NWWI6 dagen per week, ook buiten kantoorurenIk kom bij u thuisMaandag8:00 - 19:00Dinsdag8:00 - 19:00Woensdag8:00 - 19:00Donderdag8:00 - 19:00Vrijdag8:00 - 19:00Zaterdag8:00 - 15:00ZondagGeslotenAfspraken of bezichtigen zijn bij dit kantoor ook mogelijk buiten deze openingstijden.",9.4,239,8,68,https://www.funda.nl/en/makelaars/kantoor/appeltern/18199-john-bull-makelaardij/
Sinnema Makelaardij & Assurantiën,9203 AA, Wij hebben de kennis en onze aanpak is afgestemd op uw persoonlijk profiel en wensenpakket. We maken u graag wegwijs in de onroerendgoedmarkt. Voor ons is de samenwerking geslaagd wanneer u tevreden bent. Graag nodigen wij u uit voor een persoonlijke kennismaking op kantoor of bij u thuis.,9.3,116,7,78,https://www.funda.nl/en/makelaars/kantoor/drachten/5082-sinnema-makelaardij-en-assurantien/
Dames van Vermeer B.V.,1071 DV,"Het  makelaarskantoor is opgericht door Nanette en Letty. Met het vrouwelijke karakter dat ons kantoor zo eigen maakt, zeg maar de ‘female touch en intuïtie’, in combinatie met onze klantgerichte dienstverlening waar persoonlijke aandacht centraal staat maken we voor u het verschil! Wij weten wat u beweegt en dat de ‘deal’ belangrijk is maar dat een huis boven alles goed moet voelen. Wij zijn flexibel en gepassioneerd. We houden van ons vak en met maar liefst gemiddeld 17 jaar werkervaring in Amsterdam en omgeving hebben wij alle kennis van de Amsterdamse huizenmarkt in huis om u zo goed mogelijk te kunnen adviseren en begeleiden.",9.6,39,21,77,https://www.funda.nl/en/makelaars/kantoor/amsterdam/24795-dames-van-vermeer-bv/
Bert Stadman Makelaardij | NVM,7861 AD,"Ons makelaarskantoor richt zich op het wonen in de Drentse landschapsdorpen. Leven op het land. Daarbij bemiddelen we zowel in de ,  en  van woonboederijen, landhuizen en villa’s. Maar ook als het gaat om een vrijstaande eengezinswoningen, twee-onder-een-kappers, tussen-, hoek- of recreatiewoningen. Kortom, voor ieder type woning bent u bij ons aan het juiste adres.Sinds 1996 is ons  actief in de regio Zuidoost-Drenthe. Doordat we al circa 30 jaar werkzaam zijn in de makelaardij hebben we een goed beeld gekregen van wat er zoal leeft bij onze klanten. En ook wat woningzoekenden beweegt om te kiezen voor een toekomst in onze prachtige provincie. De rust, veiligheid en de ruimte hebben natuurlijk een enorme aantrekkingskracht. Voor zowel de jongere als oudere generaties.Wij willen graag een  opbouwen en de zaken zo  mogelijk houden.  en een  , dat is waar we voor staan. Met de kennis van zaken en de regio bent u bij ons dus altijd aan het juiste adres.Als wij uw huis in de verkoop nemen, krijgt het de aandacht die het verdient via een . Wij staan garant voor een krachtige presentatie van uw woning, zowel op ons kantoor als via het internet. Bert Stadman Makelaardij biedt een volledige .Nieuwsgierig geworden naar onze dienstverlening? Neem gerust contact met ons op. We kijken er naar uit u binnenkort te ontmoeten.",8.9,45,16,61,https://www.funda.nl/en/makelaars/kantoor/oosterhesselen/4166-bert-stadman-makelaardij-nvm/
Ilona Wolthuis Makelaardij,1316 BW,"“Met Ilona vindt u de weg naar huis”Op zoek naar een makelaar die altijd voor u klaar staat ? Passie, persoonlijk, betrokken, vakkundigheid, uw belangen staan bij mij centraal!Mijn naam is Ilona Wolthuis en ik ben 22 jaar makelaar in Almere. Makelaar zijn is mijn passie!De keuze voor de makelaarsbranche heb ik jong gemaakt. Ik ben begonnen als binnendienst medewerker bij een makelaarskantoor en vandaar uit doorgegroeid naar gecertificeerd makelaar/taxateur. Mijn enthousiasme is aangewakkerd door het werk in de binnendienst. Ik wilde graag de mensen helpen en mijn visie van verkoop over brengen, de deal sluiten en zorgen dat mensen voor mij als persoon kozen. Doordat ik een aantal jaren in de binnendienst heb gewerkt, weet ik als geen ander hoe een makelaarskantoor werkt. Ik ken alle facetten van het makelen.Na verschillende jaren gewerkt te hebben bij een tweetal ander makelaarskantoren, zowel binnen als buiten Almere, weet ik het zeker.De Almeerse woningmarkt is mijn markt!De keuze voor een eigen makelaarskantoor is gekomen door de enthousiaste verkopers en kopers die ik in de loop der jaren heb leren kennen. Veel klanten blijven mij trouw! Het enthousiasmeerde mij altijd om een eigen kantoor te beginnen.Klanten beschrijven mij als vakkundig, persoonlijk, betrouwbaar en vol passie. Nu heb ik die stap genomen, Ilona Wolthuis Makelaardij is een feit! Zoekt u een makelaar die u onverdeelde aandacht kan geven, in kan leven in uw situatie, het persoonlijke en die tegelijkertijd vakkundig is, iemand die met u meedenkt en staat voor uw woning, dan ben ik uw makelaar!Benieuwd wat ik voor u kan betekenen? Ik zou het leuk vinden om vrijblijvend een afspraak met u te maken.Uw wensen en belangen worden de mijne!",9.7,30,6,73,https://www.funda.nl/en/makelaars/kantoor/almere/26102-ilona-wolthuis-makelaardij/
Makelaarshuis Klein Hofmeijer,3817 VB,"Makelaarshuis Klein Hofmeijer is een kleinschalig makelaarskantoor in Amersfoort. Optimale dienstverlening, service en kwaliteit leveren is waar wij dagelijks voor staan. Wij kennen een grote verbondenheid met de stad Amersfoort, wij zijn thuis in Amersfoort.Makelaarshuis Klein Hofmeijer is gespecialiseerd in de woningmakelaardij in alle prijsklassen en alle wijken in Amersfoort en omstreken.Steeds vaker worden wij vroeg in het traject gevraagd mee te adviseren in het proces van verkoop. Ruim voordat een woning te koop wordt gezet is het verstandig uw makelaar te gebruiken u in dit proces bij te staan. Wij doen dit graag. Dit zorgt voor een beter resultaat. Bij de verkoop maken wij gebruik van de traditionele kanalen, aangevuld met een uitgebreid pakket van marketing volledig gericht op de woning en maatwerk per opdracht. Zo zorgen wij voor het beste resultaat.Kijk voor meer informatie en de voorwaarden op www.makelaarshuiskleinhofmeijer.nlBel ons op 033-3012605 of mail ons op woningen@mhkh.nlAankoopmakelaar nodig?U zoekt een huis in Amersfoort? Wij zijn thuis in Amersfoort",9.2,82,13,67,https://www.funda.nl/en/makelaars/kantoor/amersfoort/171-makelaarshuis-klein-hofmeijer/
Makelaardij Groningen B.V.,9725 AK," is een middelgroot makelaars- en taxatiekantoor. Het kantoor is ontstaan op 1 april 1973 mede door de overname van één der oudste makelaarskantoren in de stad, Makelaardij Van Loon-Jeltes, uitstekend ingevoerd in de gehele onroerend goed markt in de stad en provincie Groningen, maar zeker ook in de kop van Drenthe. is een ervaren  met een bouwkundige achtergrond en is na 5 jaar in de ""bouw"" in 1981 begonnen in de makelaardij in regio Groningen en Assen.    na de studie bedrijfskunde aan de RUG en nodige werkervaring de overstap gemaakt naar de makelaardij en heeft vanaf 2016 het team versterkt.     , na de studie aan Hanzehogeschool Groningen in 2015 en sindsdien werkzaam in vastgoed.Naast alle diensten die je van een NVM-makelaar kunt verwachten, biedt  haar opdrachtgevers een breed pakket aan extra's.  Het makelaarskantoor wordt bemand door de NVM makelaar Jan Palland en kandidaat makelaars Hans-Peter Palland en Kim Baarveld, verder ondersteund door Ingrid van de Nadort en Carla Kors, stuk voor stuk energieke mensen die hun vak verstaan en er voor zullen zorgen dat je je ""thuis"" voelt bij Makelaardij Groningen. Wij helpen je graag bij verkoop, verhuur, aankoop en taxeren van onroerend goed, met als specialisatie woningen.  Hereweg 120 te 9725AK Groningen. Ons kantoor is gelegen op de begane grond in bedrijvenverzamelgebouw ""la belle alliance"" op de hoek van de Waterloolaan.De NVM (Nederlandse Vereniging van Makelaars) is de grootste makelaarsorganisatie van kwaliteits-makelaars in Nederland. Alle NVM-makelaarskantoren wisselen onderling informatie uit over woonhuizen in heel Nederland. Vanuit deze uitwis",9.4,221,13,63,https://www.funda.nl/en/makelaars/kantoor/groningen/9116-makelaardij-groningen-bv/
Krijger & Dieleman Makelaars en Taxateurs,4382 AM,"Jerzy Krijger en Annika Stevens-Dieleman houden de Zeeuwse onroerendgoedmarkt al jaren in beweging. Een frisse kijk op de zaak en een duidelijke, professionele aanpak leveren het door alle betrokkene nodig gewenste resultaat op. Bij ons bent u verzekerd van een betrouwbare partner!    Wij zijn u graag van dienst op zowel de particuliere woningmarkt als op het gebied van bedrijfshuisvesting.Krijger & Dieleman makelaars | taxateurs is lid van NVM, dé grootste brancheorganisatie voor makelaars en taxateurs in Nederland. Het lidmaatschap staat garant voor professionaliteit, betrouwbaarheid en kwaliteit van onze dienstverlening.",9.4,54,11,79,https://www.funda.nl/en/makelaars/kantoor/vlissingen/20132-krijger-en-dieleman-makelaars-en-taxateurs/
Heule Makelaardij,2012 DA,"Heule Makelaardij staat u met raad en daad terzijde bij de aan- en verkoop van uw huis. Ons kantoor beschikt over een ruime, actuele portefeuille van appartementen en woonhuizen in Haarlem en omgeving. Wij adviseren u bij aan- of verkoop en voeren op een professionele manier de onderhandelingen. Potentiële kopers houden wij van dag tot dag op de hoogte van het actuele aanbod. Bovendien is de complete portefeuille met het actuele aanbod te vinden op onze dynamische website: www.heulemakelaars.nlHuur of verhuurplannen? Heule Makelaardij zal u snel en efficiënt behulpzaam zijn bij de huur of verhuur van een woonhuis of appartement.",9.7,58,77,28,https://www.funda.nl/en/makelaars/kantoor/haarlem/10309-heule-makelaardij/
BurgerVanLeeuwen Garantiemakelaars,2587 ED,"BurgerVanLeeuwen Garantiemakelaars is al ruim 40 jaar actief op het gebied van de aan- en verkoop van woningen en appartementen in de regio Den Haag. Ons team van gemotiveerde en enthousiaste medewerkers beschikt over een gedegen kennis van de lokale en regionale onroerend goed markt. Door onze professionele ervaring én opleiding in de makelaardij kunnen wij u klantgericht begeleiden bij de aan-/verkoop of (ver)huur van uw woning of appartement en bij het laten uitvoeren van taxaties.Verder zorgen het NVM-lidmaatschap en onze onderscheidende werkwijze als Garantiemakelaar ervoor dat u als klant kunt rekenen op kwaliteit, zekerheid en duidelijkheid. Overal weten we de weg. Onze service is spraakmakend. Zo werkt BurgerVanLeeuwen met het unieke Aankoop Zeker Plan of Verkoop Zeker Plan. U weet dan exact wat wij voor u doen wanneer u een aan- of verkoopopdracht bij ons plaatst en we hebben regelmatig met u contact over de voortgang van uw opdracht. Dat werkt efficiënt, effectief en prettig.Al een droomhuis op het oog? Specifieke woonwensen, maar u weet niet hoe, wat of waar? Loopt u met verkoopplannen rond? Laat dan gerust even een mailtje op deze site achter of bel ons kantoor voor een vrijblijvende afspraak. Wij nemen dan zo spoedig mogelijk contact met u op.Onze openingstijden: Maandag t/m vrijdag van 09.00 uur – 17.30 uur Zaterdag op afspraak",9.4,93,15,86,https://www.funda.nl/en/makelaars/kantoor/den-haag/8279-burgervanleeuwen-garantiemakelaars/
Makelaardij Ing. H.H. Smit,9636 AC,"Als makelaarskantoor zijn we behoorlijk allround. Of het nu gaat om begeleiding bij verkoop of aankoop of om taxatie en nieuwbouwadvisering - we zijn van alle (woning)markten thuis.Waar we regionaal én landelijk een kleine reputatie mee hebben opgebouwd is de verkoop van monumentale herenhuizen - en in het bijzonder karakteristieke Oldambtster boerderijen. Niet voor niets is makelaar Harm Smit lid van de NVM-vakgroep Agrarisch & Landelijk Vastgoed (A&LV).Is daarmee een tussenwoning of een voormalige landarbeiderswoning voor ons te min? Absoluut niet. Ons enthousiasme voor Ommelander woningen is onafhankelijk van type of prijsklasse. Elke woning - en natuurlijk elke (ver)koper - krijgt van ons maximale aandacht.Toegegeven, veel anderen beloven dat ook. Ontdekt u daarom zelf eens wat wij u te bieden hebben. Maak vandaag nog vrijblijvend een afspraak. Het eerste dat u zult opmerken is dat telefonisch contact niet aan kantoortijden gebonden is. We zijn in principe altijd bereikbaar (buiten kantoortijden staat onze telefoon doorgeschakeld en krijgt u tot héél laat in de avond iemand aan de lijn). Het is zo maar een voorbeeld van onze inzet als het gaat om het goed verkopen, aankopen of taxeren van uw woning.",Missing,Missing,24,63,https://www.funda.nl/en/makelaars/kantoor/zuidbroek/9106-makelaardij-ing-hh-smit/
Aerssens & Partners makelaars en taxateurs,4382 AC,"Aerssens en Partners makelaars is een gerenommeerd makelaarskantoor dat gevestigd is op de Boulevard te Vlissingen. Door onze persoonlijke aanpak en de hoge kwaliteit van onze dienstverlening heeft Aerssens en Partners in de afgelopen jaren een naam opgebouwd in de vastgoedmarkt in Zeeland.De vastgoedmarkt is de afgelopen jaren behoorlijk veranderd, de makelaardij ook. Als modern makelaarskantoor zijn wij met onze tijd meegegaan en verstaan wij ons vak als geen ander. Wij hebben geleerd in te spelen op de veranderde omstandigheden en zijn hierdoor in staat om ook in een moeilijke markt succesvol te zijn.Met een jong team van enthousiaste medewerkers komen wij graag met u in gesprek om te luisteren naar uw situatie en uw toekomstige (woon)wensen. Door een goede inventarisatie, een doordacht, realistisch advies en onderscheidende verkooptechnieken helpen wij u graag naar een volgende fase. Het team heeft ruime ervaring op het gebied van aankoop, verkoop, huur, verhuur, taxatie, beheer, bedrijfshuisvesting, recreatie en advisering van nieuwbouw..  ",9.4,38,15,70,https://www.funda.nl/en/makelaars/kantoor/vlissingen/20121-aerssens-en-partners-makelaars-en-taxateurs/
