name_broker,zipcode_broker,description_broker,number_reviews_broker,number_houses_for_sale_offered,number_houses_sold_last_12_months,url
Mullens Makelaars B.V.,6162 AH,Mullens Makelaars is sinds 1997 actief in de makelaardij. In 2012 toegetreden tot de NVM om u nog beter van dienst te zijn. Naast verkoop en verhuur van woningen kunt u ons ook inschakelen voor de aankoop van uw droomhuis. Door ons NVM lidmaatschap worden onze taxaties door alle banken en overige hypotheekverstrekkers geaccepteerd. Bel gerust voor een vrijblijvende afspraak als u de waarde van uw woning wil weten.,Missing,5,26,https://www.funda.nl/en/makelaars/kantoor/geleen/21177-mullens-makelaars-bv/
KOEN Makelaar Ede,6711 PV,"""Wij zijn op een professionele manier geholpen met het zoeken naar een nieuwe woning.""    ""We hebben gekozen voor KOEN om ons huis in de verkoop te doen vanwege de betrouwbaarheid""""Heel betrouwbaar! Belangrijk in deze tijd.""    ""KOEN gaat voor zijn klanten""    ""We werden niet alleen deskundig door de makelaar geholpen, maar ook door de door hem aanbevolen hypotheekadviseur""  ",Missing,12,19,https://www.funda.nl/en/makelaars/kantoor/ede/18101-koen-makelaar-ede/
Beaufort Makelaars,6511 NM,"Bij Beaufort Makelaars kunt u ervan uitgaan dat een aantal basiszaken zoals actuele kennis van de markt, goede educatie, hoogwaardige dienstverlening e.d. perfect geregeld zijn. Onze makelaars zijn altijd op de hoogte van de actuele ontwikkelingen op de vastgoedmarkt en de nieuwste ontwikkelingen op het gebied van marketing en presentatie. Daardoor kunnen wij u in een vrijblijvend gesprek altijd van goed advies voorzien.Wij garanderen u de beste kwaliteit, de beste presentatie, de beste marketing en een persoonlijke aanpak!Beaufort Makelaars is al 35 jaar uw full service NVM makelaar op het gebied van:Bij woningverkoop hanteren wij het principe: Ook voor uw hypotheek en verzekering bent u bij ons aan het juiste adres. Voor alle vakgebieden werken wij samen met betrouwbare experts. Alles onder één dak; dat is wel zo makkelijk.Alleen door naar uw persoonlijke ambities en mogelijkheden te luisteren, kunnen wij ons werk goed doen. Wij bouwen geen luchtkastelen en maken realistische ambities waar. Pas als we uw wensen goed aanvoelen en helder kunnen verwoorden, zijn we in staat om onze kennis en ervaring optimaal te gebruiken.Wij geven ondernemers de ruimte om te ondernemen en particulieren een plek om thuis te komen. Onze nieuwsgierigheid en betrokkenheid zetten we om in resultaat voor u.",50,13,16,https://www.funda.nl/en/makelaars/kantoor/nijmegen/13092-beaufort-makelaars/
Ouwejan Vastgoed Advies BV,1851 NW,"Wij vormen een adviesbureau op het gebied van onroerend goed en Makelaardij.Opgericht in 1995 en uitgegroeid tot een actief kantoor dat bekend staat om zijn persoonlijke dienstverlening, betrouwbaarheid en deskundigheid.Wij zijn aangesloten bij de Nederlandse Vereniging van Makelaars NVM. Het kwaliteitslabel  geeft u de zekerheid dat al uw zaken op een vakkundige en betrouwbare wijze worden behartigd.  Ouwejan vastgoed Advies BV heeft een gedegen marktpositie, met goed opgeleide medewerkers met bouwkundige en commerciele achtergrond. Deze combinatie levert u in kwalitatieve en/of kwantitatieve zin het hoogste rendement! Onze opdrachtgevers zijn zowel particulieren als bedrijven, gemeenten en instellingen. Onze advisering omvat woningen, bedrijfsmatig en commercieel onroerend goed, beleggingsobjecten, projectontwikkeling en projectbegeleiding.Ouwejan Vastgoed Advies BV levert u hoogwaardige dienstverlening waarbij de te leveren kwaliteit voorop staat op basis van gedegen kennis van zaken, een uitgebreid relatienetwerk en plezierige communicatie. In een vrijblijvend gesprek maken wij graag nader kennis met U!Wij nodigen u van harte uit langs te komen op ons kantoor aan de Kerkelaan nummer 8 te HeilooMet vriendelijke groet,Rolf Ouwejan.",Missing,11,Missing,https://www.funda.nl/en/makelaars/kantoor/heiloo/12213-ouwejan-vastgoed-advies-bv/
Groenhout Makelaars,7907 CE,"Als NVM Makelaar staan wij graag in Hoogeveen en omgeving voor u klaar. Groenhout Makelaars Hoogeveen bemiddelt bij de verkoop en aankoop van woningen, hierbij zijn wij zowel binnen als buiten Hoogeveen actief.Ook voor taxaties in omgeving Hoogeveen kunt u contact met ons opnemen. Een echte ondernemer, zonder 9 tot 5 mentaliteit, waarbij persoonlijk contact en nauwe betrokkenheid belangrijk zijn.",57,5,25,https://www.funda.nl/en/makelaars/kantoor/hoogeveen/4280-groenhout-makelaars/
thuis bij Elsalien makelaardij,2201 XB,"Makelaardij ‘thuis bij Elsalien’ draait om dichtbij en persoonlijk. Om zakelijke scherpte en enthousiasme. Om een heldere aanpak, met een vrouwelijke touch. Met maximale aandacht voor u en uw thuis. Het doel? Een zeer tevreden klant.",18,4,24,https://www.funda.nl/en/makelaars/kantoor/noordwijk-zh/25156-thuis-bij-elsalien-makelaardij/
ERA makelaardij Schagen,1741 BR,"Dat bij het kopen of verkopen van uw huis uw hoofd vol loopt met vragen kunnen we ons als ERA makelaar goed voorstellen. Wat is de juiste vraagprijs? Hoe presenteer ik mijn huis zo optimaal mogelijk? Welke middelen zijn er tegenwoordig allemaal beschikbaar om het huis met een zo groot mogelijk publiek onder de aandacht te brengen? Zomaar een aantal vragen die u als aankomend verkoper bezig houden.Ook als koper heb je de nodige vragen waar je maar al te graag een antwoord op wilt hebben. Natuurlijk, betaal ik niet te veel? Komen er geen bouwkundige verrassingen op mijn pad?Wij weten dat het inwinnen van informatie, voordat u daadwerkelijk tot koop of verkoop overgaat, de eerste stap is. En bij die eerste stap helpen wij u graag. Maak een vrijblijvende afspraak en wij geven u graag antwoord op al uw vragen.Natuurlijk helpen wij u graag bij het kopen of verkopen. Echter, u van goed advies voorzien staat in onze woonadvies gesprekken voorop. U kunt ons alles vragen als het gaat om de huizenmarkt in uiteraard Schagen, maar ook Tuitjenhorn, Dirkshorn, Warmenhuizen, Petten, Callantsoog, Groote Keeten, Julianadorp, Den Helder, Hippolytushoef, Den Oever, Slootdorp, Middenmeer, Wieringerwerf, Wieringerwaard, Anna Paulowna, Oudesluis, Schagerbrug. Vraag ook het woonadviesgesprek aan door gebruik te maken van de antwoordmogelijkheid hiernaast. Wij nemen dan zo snel mogelijk contact met u op voor het maken van een afspraak.Uiteraard bent u ook van harte welkom op ons kantoor aan de Rensgars 1C te Schagen. Wij zijn elke werkdag geopend van 9.00 uur tot 17.00 uur en zaterdag op afspraak.",21,19,12,https://www.funda.nl/en/makelaars/kantoor/schagen/12099-era-makelaardij-schagen/
PAR-3 Makelaars,5617 BC,"Drie woorden, daarmee is alles gezegdAlert. Betrokken. Doelgericht. Dat zijn wij PAR-3 Makelaars. Een bezig makelaarskantoor met een karrenvracht aan ervaring en een glanzende staat van dienst. We kennen Eindhoven en verre omgeving als de beste. Hier is ons thuis. Klop bij ons aan als u uw huis wilt verkopen of als u toe bent aan een ander huis. Of voor een uitgebreide taxatie.ALERT  U mag het van ons eisen. Voortdurend de ogen op scherp. Weten wat er aan de hand is, elke dag weer. Weten wie er toe is aan een nieuw huis of wie zijn huis van de hand wil doen. Mede dankzij ons lidmaatschap van de NVM hebben we een helder beeld van de gehele huizenmarkt van Eindhoven en verre omgeving. We zijn de wakkere spin in dit fijnmazige web.BETROKKEN  Een huis kopen of uw huis verkopen hoort toch bij de belangrijkste gebeurtenissen van uw leven. Financieel is het een hele stap maar ook emotioneel betekent het nogal wat. Terecht mag u van ons vragen ons makelaarswerk te doen vanuit dat besef. Persoonlijke betrokkenheid is een voorwaarde voor een goede, succesvolle samenwerking. Dat vindt u, maar dat vinden wijzelf net zo goed.DOELGERICHT  Als u een huis koopt of verkoopt wilt u de beste prijs. U wilt liever vandaag dan morgen resultaat zien, ook dat. Zonder teveel rompslomp, zonder problemen. We begrijpen uw behoefte, en gaan dan ook - met deze wensen in ons achterhoofd - recht op het doel af. Samen met u bepalen we nauwgezet de prijs en alle condities. We bepalen de strategie en gaan vervolgens direct aan de slag. En we houden voortdurend contact met u over de stand van zaken. Zelfs na de koop of verkoop.Vragen staat vrij  We nodigen u uit uw vragen op ons af te vuren. Wat u ook weten wilt, u krijgt altijd een duidelijk antwoord. Helpen, adviseren, begeleiden, dat is ons vak.....en we doen dat met plezier!Tenslotte nog een tip: kijk eens op onze geheel vernieuwde en onderscheidende website www.par3makelaars.nl en voor de woningzoekers onder u op www.ikzoekeenaankoopmakelaar.nl",Missing,11,19,https://www.funda.nl/en/makelaars/kantoor/eindhoven/14250-par-3-makelaars/
PICOW Makelaardij,3038 VX," is een Rotterdams NVM makelaarskantoor van Pico Wilbrenninck wat is gespecialiseerd in aan- en verkoop van particuliere woningen.Met name woningen van voor de oorlog zijn zijn specialiteit en grote liefde.Pico is sinds 2001 werkzaaam als makelaar in Rotterdam. Hij kent daardoor de markt goed. Hij is integer, klantgericht en een uitstekende onderhandelaar. Wilt u weten wat uw huis waard is, bel Pico dan voor een  010-4568708  Enkele ervaringen:""Pico is zeer empathisch en integer van aard. Hij weet de wens van de klant prima te identificeren en te ondersteunen in het maken van de beste keuze. Hij heeft daarnaast een uitstekende kennis van onroerend goed zaken en weet de optimale prijs-kwaliteit verhouding te bereiken voor zijn klanten."" Mevrouw Bregje Schoonen.  “Ik zou nooit een huis kopen zonder eerst Pico te raadplegen. Pico heeft een grote kennis van de woningmarkt en ook van de bouwstaat van panden. Zijn persoonlijke benadering geeft je nooit het gevoel of de indruk dat hij beslist. Hij laat de beslissing volledig aan zijn klant en daarbij geeft hij het juiste advies om een goede beslissing te nemen. Eerlijke feedback op alles, van de staat van het huis tot aan de hypotheek. Dit resulteerde in een fantastisch huis voor een geweldige prijs.” De heer Toon van der Veer.  ""Met de juiste mengeling van lef waar mogelijk en behoedzaamheid waar geboden heeft Pico ons door de onderhandelingen bij de aankoop van ons huis geloodst. In feite met een hand op de rug gebonden, omdat we aangaven dat we het huis perse wilden hebben. Ondanks dat werden we het toch snel met de verkopende partij eens voor een bedrag waarover we heel tevreden zijn. Dat is een groot compliment waard!"" De heer en mevrouw E. Scholten.",26,7,25,https://www.funda.nl/en/makelaars/kantoor/rotterdam/15458-picow-makelaardij/
Mr Onno Rebel makelaar en taxateur,2711 BG,Makelaarskantoor Rebel is gevestigd op de Duitslandlaan 17 in Zoetermeer sinds 1992. In ruim 25 jaar tijd heeft ons kantoor veel ervaring en deskundigheid opgedaan onder andere op juridisch en bouwkundig gebied. Hierdoor is uw huis bij ons in goede handen.Ons kantoor is gelegen in het centrum van Zoetermeer (wijk 11) naast het Stadstheater op loopafstand van parkeergarage Duitslandlaan.Bel ons gerust voor een vrijblijvende afspraak 079-342 21 21 of 0653-22 54 61 (buiten kantooruren). U bent welkom op ons kantoor van maandag t/m vrijdag van 9.00 - 17.00 uur. ,76,13,Missing,https://www.funda.nl/en/makelaars/kantoor/zoetermeer/8425-mr-onno-rebel-makelaar-en-taxateur/
Kanters Makelaars,3581 GA,"Kanters Makelaars is geen doorsnee makelaardij. Ons kantoor is gevestigd in Utrecht-Oost. Groot genoeg om tal van cliënten van dienst te zijn, klein genoeg om slagvaardig te blijven.Verstand van zaken en gevoel voor verhoudingen. Onze persoonlijke stijl is de basis voor de kantoorcultuur: vriendelijk, doortastend en vasthoudend als het moet. De wensen van de klant staan voorop, zonder daarbij de realiteit uit het oog te verliezen. Uitgebreide informatie verstrekking, betrokken begeleiding en een correcte manier van omgang zijn vanzelfsprekendheden. We nemen al het werk uit handen.Het werkgebied is met name Utrecht Stad, alhoewel Nardi af en toe ook graag een uitstapje maakt naar de regio. Kanters Makelaars is in de zomer van 1998 opgericht door Nardi Kanters register makelaar en taxateur (RMT), lid NVM. Begin jaren negentig is ze werknemer geweest bij twee makelaarskantoren in Utrecht-stad. In maart 1996 is ze voor de Rechtbank te Utrecht beëdigd tot makelaar en taxateur onroerende zaken.",51,6,26,https://www.funda.nl/en/makelaars/kantoor/utrecht/17298-kanters-makelaars/
Simone Dijkman Makelaardij,1551 RW,"Simone Dijkman Makelaardij is een makelaarskantoor met enthousiaste medewerkers, dat gevestigd is in Westzaan. Dankzij onze jarenlange ervaring in de Zaanse en regionale woningmakelaardij hebben wij uitstekend zicht op deze woningmarkt. Of het nu gaat om de  aankoop, verkoop, taxatie, verbouwing of verhuur van een woonhuis. Bij Simone Dijkman Makelaardij bent u hiervoor aan het juiste adres.Simone Dijkman Makelaardij gaat verder dan de standaard makelaarskantoren.Graag bespreken wij uw woonwensen en woonbehoeften, stemmen onze ruime kennis en ervaring hierop af, geven deskundig advies en gaan enthousiast, accuraat en daadkrachtig te werk om samen met u tot een succesvolle opdracht te komen.Onze makelaars staan voor u klaar!",Missing,2,36,https://www.funda.nl/en/makelaars/kantoor/westzaan/24716-simone-dijkman-makelaardij/
Covers & Jonker Makelaars,3512 LS,"Covers & Jonker Makelaars is gevestigd aan de Nieuwegracht 26. Vanuit ons prachtige monumentale pand in het hart van het Museumkwartier staan wij met een enthousiast en ervaren team voor je klaar om jou zo goed mogelijk te begeleiden bij de verkoop of verhuur van een woning, of juist het vinden daarvan. Ook voor het beheren van jouw woning of voor een taxatie ben je bij ons aan het juiste adres. Dit alles regelen wij op een informele maar professionele wijze. Daarbij staat aandacht voor jou als opdrachtgever bij ons hoog in het vaandel.",Missing,7,Missing,https://www.funda.nl/en/makelaars/kantoor/utrecht/17447-covers-en-jonker-makelaars/
Residence Vastgoed,7333 NB,"Uw Vastgoedbeheer verlangt een betrouwbare, stabiele en betrokken vastgoedbeheerder. Uw vastgoed vereist Residence Vastgoed, gevestigd in Apeldoorn! Wij zijn volledig gespecialiseerd in het beheer van vastgoed. Van bedrijfsruimtes, kantoren, opslag en winkels tot en met woningen en meer.    De voordelen van Vastgoedbeheer van Residence Vastgoed:",Missing,13,Missing,https://www.funda.nl/en/makelaars/kantoor/apeldoorn/1218-residence-vastgoed/
KKM makelaars,4741 AM,"KKM makelaars is een enthousiast team met ruim 25 jaar ervaring.  Ons kantoor is gevestigd in Hoeven (gemeente Halderberge) en het werkterrein beslaat geheel West-Brabant.Wij adviseren en bemiddelen bij verkoop en aankoop van uw woning en/of bedrijfsruimte.Samen met u bekijken wij de mogelijkheden van de woning en stellen een marktconforme verkoopprijs vast. Er wordt een verkoopplan gemaakt om op een zo gunstig mogelijke wijze de woning onder de aandacht te brengen. Daarbij gebruiken we ons uitgebreide klantencontact, websites, social media, etalages en allerlei andere promotiemogelijkheden afgestemd op uw woning. Als NVM makelaar hebben we ruim toegang tot onder andere funda en alle juridische informatie over kwesties die zich voor kunnen doen bij het wisselen van eigenaar.We begeleiden de bezichtigingen en onderhouden het contact met belangstellenden.Na het vinden van een geschikte kandidaat worden de verkoopvoorwaarden bepaald en getoetst.  Tot en met de eigendomsoverdracht houden we het verkoopproces nauwlettend in de gaten om op een prettige en vlotte manier de verkoop tot stand te brengen.Wilt u op een verantwoorde wijze een woning of bedrijfsruimte verhuren dan begeleiden wij u graag en, wanneer nodig, gaan wij op zoek naar een geschikte huurder. Ook hiervoor geldt dat we u adviseren bij het opstellen van de voorwaarden om tot correcte sleuteloverdracht te komen.Heeft vragen over Huisvesting op maat voor senioren, Energielabel (EPA) of WOZ, dan hebben wij ook deze kennis in huis om u hierover deskundig advies te geven. ",Missing,7,37,https://www.funda.nl/en/makelaars/kantoor/hoeven/19152-kkm-makelaars/
