SalesAgent,Reviews
020-Makelaars,"Everything was tip-top. Easy, fast and reliable service. I would recommend this agent any time. I like his local knowledge of Amsterdam real-estate. Thanks for the appreciation! FritsDe eerste keer kennismaking gaf meteen een goede indruk. Een rustige en vriendelijke man die verstand had van zaken. Luisterde goed ook naar mijn wensen en gaf aan wat hij kon betekenen. De te nemen stappen werden duidelijk uitgelegd en hij had duidelijk verstand van hoe de markt op dit moment in elkaar zat. Daarnaast begeleidde hij mij goed in het verkopen van mijn woning. En het contact met de makelaar was uiterst vriendelijk. Ik raad deze makelaar dan ook aan bij vrienden, familie, etc. Dank je, erg gewaardeerd! Fijne dagen.Groet, Frits020 Makelaars was een prettige makelaar zonder kletskoek/gladde praatjes. Alles was helder en mijn huis was dankzij de contacten van de makelaar razendsnel verkocht. Andere pluspunten zijn de uitstekende bereikbaarheid (ook buiten kantooruren), het feit dat op alle vragen bevredigend antwoord kwam en de makelaar in algehele zin een aardige vent is. (wat van niet te onderschatten belang is bij een stressvolle kwestie als de verkoop van je huis). Dank Joost - much appreciated!Fijne dagen. Gr RemcoDeskundige makelaar. Duidelijke en snelle communicatie, fijne samenwerking, open en transparant. Iets wat je nodig hebt bij zo'n grote stap als het verkopen van je huis.Dank je Kitty, volgende keer ga ik voor een 9!Fijne dagen en een goede jaarwisseling.Gr Remco"
A New Home Makelaardij,"Gewoon zakelijk en gericht werken. Geen succesverhalen uit het verleden, maar de actuele huizenmarkt benutten.Dank u voor uw beoordeling, wij stellen dit zeer op prijsPrima makelaar! veel kennis en goede begeleiding!Deze makelaar is betaalbaar en komt afspraken na!!Dankjewel voor deze mooie beoordeling en de prettige samenwerking !Team van Nathaly van de Poel Makelaardij BVBij eerste kennismaking gelijk een goede indruk gemaakt met een plan en verwachting. Communicatie heel open en recht door zee. Geen nonsens, weet van aanpakken.Dankjewel voor de mooie beoordeling en de prettige samenwerking.Met vriendelijke groet,Het team van Nathaly van de Poel MakelaardijErg vriendelijk en deskundig. Doortastend. Is uit dezelfde stad, weet dus veel uit de regio. Goede marktkennis.Bedankt voor deze mooie beoordeling. Wij danken u voor de zeer prettige samenwerking. Zeer goede begeleiding, van het begin tot het eind. Woning was binnen 5 weken verkocht. Wij vonden het een zeer kundig kantoor en zouden het zeker aanbevelen bij anderen.Geachte heer Muermans,Wij danken u voor de prettige samenwerking en deze mooie beoordelingMet vriendelijke groet,A New Home Makelaardij BV"
11 Makelaars BV,"Er is door de heren van 11 makelaars correct gehandeld. de begeleiding was zeer correct. Ik kan 11 makelaars van harte aanbevelen.Onderstaande naam gaarne veranderen in mevr. Gamelkoorn-Splinter.Vanaf eerste dag tot verkoop van beide onroerende zaken verliep de contacten, service en dienstverlening goed. Top!Goede inzet, en erg vriendelijke service.Huis super snel verkocht.Ik zou de 11 Makelaars zeker aanraden voor mensen die hun huis in Landsmeer willen verkopen.Jeffrey is een deskundige en zeer vlotte makelaar. Voldoet boven verwachtingen. Service is echt top!!Jeffrey, Niels , Patricia en Quincyen niet te vergeten Candy, altijd zeer geduldig en vriendelijk."
& Bijleveld makelaardij b.v.,"Actief van het voor tot het natraject. Neemt alles uit handen. Je kan gewoon op vakantie. En met een goed resultaat! Hein heeft ons goed begeleid, kon de situatie van tevoren goed inschatten. Hij was eerlijk en we hadden zodoende geen valse verwachtingen. We merkten wel dat het vakantietijd was en druk op de huizenmarkt maar dit heeft de verkoop niet nadelig beïnvloed. Voor een volgende verkoop, zullen we zeker & Bijleveld opnieuw benaderen.Zeer deskundig, betrouwbaar en topservice! Onze makelaar was altijd goed bereikbaar, nam alles uit handen en was erg nauwkeurig, bijvoorbeeld in het controleren van contracten e.d. Ik kan &Bijleveld van harte aanraden! &Bijleveld heb ik ervaren als een goed kantoor. Zowel Angelique Bijleveld als Hein Voortman zou ik zeker aanraden aan de lezer. Prima advies bij de vraagprijs, het opzetten van de gehele propositie (goede fotograaf, doormeten van mijn woning incl bouwkundig rapport) opzetten op Funda en brochure. Daarnaast pro-actief met ideeën en pro-actief naar de markt toe.Prettig en deskundig makelaarskantoor, sociaal in de omgang en accuraat op de inhoud. Woning binnen zeer korte tijd verkocht waarbij de makelaar een realistisch beeld schetste van markt en prijs. "
3D Makelaars B.V.,"Makelaar heeft goede info gegeven over het verkopen van onze woning, en de rol van Funda hierin.De info om goede foto's en een filmpje te gebruiken heeft ons uiteindelijk geholpen bij de snelle verkoop van onze woning.Bij de bezichtigingen ging de makelaar netjes te werk. En werden wij elke keer uit van te voren ingelicht wanneer er mensen zouden langs komen. Communicatie tussen verkoper, makelaar en koper verliep goed en snel. Uiteindelijk hebben wij dit als een zeer prettige samenwerking ervaren.Deskundig, ervaren en betrouwbaar. Goede schatting van de verwachte verkooptermijn. Snelle handelingen die aan de verkoop vooraf gaan. Goed bereikbaar. Altijd direct een terugkoppeling na bezichtiging. Goed advies. Ook na verkoop een goede en vriendelijke afhandeling. Zeker een aanrader!Ons huis binnen een week verkocht voor de vraagprijs, dus logisch dat dit voor ons een goede makelaar is. Maar bovenal werden we prima begeleid door het complete team van 3D.Het kantoor maakt een zeer professionele indruk. 3-D makelaars begrijp wat 'echt makelen' is. Zodra ze weten dat een woning te koop komt, zijn ze al actief in het benaderen van potentiele gegadigden, zelfs voordat de woning al formeel te koop staat!!.............................................................................................................................................................. .................."
2M Makelaars,"+ Er was een goede open communicatie, door de korte lijntjes snel en correcte afhandeling van zaken, er werd goed mee gedacht vriendelijke en correcte mensen met kennis van zakenFijne en goede service. Klant vriendelijk en ze houden je netjes op de hoogte van stand van zaken. zeker een aanrader.Wij zijn erg tevreden over de 2m Makelaars. We hebben verschillende makelaars gesproken en hieruit bleek toch dat 2m meer kennis heeft over de soort woningen, prijs inschatting enzovoorts. Goed contact gehad en altijd goed geadviseerd. Ik zou ze zeker aanraden bij mensen die hun huis willen verkopen. Fijn dat jullie zo tevreden zijn en bedankt voor de mooie beoordeling!the best makelaar ever!!! very good contact. i always got answer for all my questions. they really work hard,to sale house."
2M makelaars,"Ons huis binnen no-time verkocht dankzij deze prettige makelaar. Goed advies, eerlijk en open, goede communicatie en prettige afhandeling. Al met al zeer tevreden.Prettige samenwerking met de makerlaars van 2M. Vooral Tiemen bedankt voor de begeleiding. Zeer correct, vriendelijk en tijdig met de afspraken. Mooie foto's in de brochure en snelle plaatsing op Funda. Kortom, een makelaarskantoor waar je blij van wordt!Het contact met de makelaar was erg goed, de man was rustig en gaf een vertrouwelijk gevoel af, zonder onduidelijkheden en met een goede communicatie was de verkoop van mijn woning vlot en soepel verlopen!Zeer professionele en prettige makelaar in omgang.Het huis was snel verkocht en alles afgehandeld.Contact verliep prima. Alles was goed geregeld. Regeerd snel via de mail en telefonisch. Regelen de bezichtigingen achter elkaar zodat je niet iedere keer je huis uit moet. Super!"
A New Home Makelaardij,"Alles netjes gedaan! Zou deze makelaar echt aanraden, alles is bij mij goed gegaan en hoe ik het gedacht heb.Wij bedanken u voor de prettige samenwerking en mooie beoordeling.Dit is de zoveelste transactie die wij met Nathaly doen. En ook al duurde het deze keer lang, voornamelijk veroorzaakt door de markt en de courantheid van de woning, het is weer gelukt. Deskundigheid en commercialiteit zijn haar grootste kracht, maar daarvoor heb je wel potentiele kopers nodig. Zodra die er waren, heeft ze ook deze transactie weer succesvol weten te verzorgen.Geachte heer Verkennis,Dankjewel voor deze mooie beoordeling en wederom bedankt voor de prettige samenwerking.Met vriendelijke groet,Nathaly van de PoelWij zijn altijd netjes op de hoogte gehouden van wat er gebeurde, goede terugkoppeling. En voor vragen kun je altijd terecht.Bedankt voor de mooie beoordeling voor ons kantoor en voor de prettige samenwerking. Ervaring met bovengenoemd Makelaardij was goed, mede door onderstaande aandachtspunten:-afstand van object tot makelaarskantoor, werkt snel en doeltreffend.-dat de makelaar bekendheid heeft in de omgeving. -kort en krachtig overleg.-kennis van wetten in geheel proces is als prettig ervaren.-verkoop is snel en probleemloos verlopen tussen makelaar, verkoper en koper.Geachte mevrouw Knooren,Wij danken u voor uw beoordeling.Met vriendelijke groet,A New Home Makelaardij BV+ Zeer goede lokale marktkennis+ Enthousiasme bij rondleidingen+ Goede begeleiding bij aankoop en verkoop van woning (ik heb beide via deze makelaar gedaan)+ Goede prijs kwaliteit verhouding- Flexibiliteit m.b.t. tijden van rondleidingen / huisbezichtigingen"
2M Makelaars,"Een adequaat team van makelaars. Bianca heeft ons geholpen.we zijn goed op de hoogte gehouden, ook veel feedback tijdens onderhandelingen. Kortpm zeer aan tebevelen.prettige begeleiding,altijd contact voor/na de bezichtiging.goed bereikbaar telefonisch en per mail.Hartelijk dank voor uw beoordeling!Zeer bekwame makelaars, met echt oog voor de klant en de huizen. Heel vriendelijk, altijd goed bereikbaar. Contact was altijd zeer goed, hun adviezen ook. Stonden open voor mijn punten en vragen. Ben ze ontzettend dankbaar voor hun enorme inzet de afgelopen maanden! Als ik ooit in deze regio nog een huis zou kopen of verkopen, zou ik zeker weer bij hun aankloppen. Dank voor alle goede zorgen!! Dank je wel!!De makelaars van 2M Makelaars combineren professionaliteit met betrokkenheid en openheid wat een prettige synergie oplevert. Fijne mensen die mij precies begrepen hebben.Ik had eerder al een bieding waar ik tevreden mee was , maar ze raadde mij af hierop niet direct in te gaan omdat de woning waarschijnlijk meer op kon brengen."
& Bijleveld makelaardij b.v.,"Sympathiek, degelijk, en zorgvuldig. De makelaar heeft al het werk uit handen genomen en op een goede manier uitgevoerd.Het contact liep heel soepel, snelle reactie bij vragen of onduidelijkheden. Heel professionele begeleiding. En natuurlijk superfijn dat het huis zo snel verkocht werd.Ik kan niet anders geven dan een welverdiende 10 op alle vlakken. Al enige jaren volg ik wat er gebeurt op het huizenmarkt, hoe snel huizen worden verkocht en tegen welke prijs wat voor een soort huizen worden verkocht. Toen ik mijn huis wilde aanbieden, had ik zelf dan ook een prijs en tijd in mijn hoofd waarvoor mijn huis verkocht zou kunnen worden. Na een goede discussie met Angelique, waarbij zij echt haar expertise en ervaring liet blijken, zijn we voor een andere prijs gegaan waar ik voor gekozen zou hebben (lees: hoger). En niet alleen had Angelique volledig gelijk (het appartement is verkocht voor die prijs), het appartement is ook nog veel sneller verkocht dan ik verwacht had: ze heeft dus echt naar marktwaarde geprijsd. Mijn petje af!Heb niet veel ervaring met andere Makelaars maar bij Bijleveld was alles dik voor elkaar! Ga zo door.& Bijleveld is een hele prettige en professionele club mensen die perfect de aan- en verkoop van je huis begeleiden. Al je zorgen worden uit handen genomen, zij regelen het voor je!"
11 Makelaars BV,"Prima ervaring met het team in Landsmeer. Goed advies en prima begeleiding. Zeer tevreden. Voor Amsterdam Noord, Landsmeer en de Zaanstreek, een hele fijne makelaar.De makelaars (Niels in het bijzonder) hebben zeer goede kennis van de markt en veel ervaring in het verkopen van huizen. Scherpe/correcte follow-up en ondersteuning door de meiden op kantoor. Wij zijn heel tevreden met 11 makelaars. Dit is al ons 2e huis wat door 11 makelaars verkocht is.Na een kort oriëntatiegesprek met Jeffrey Veerkamp gekozen voor 11 Makelaars.Jeffrey Veerkamp heeft vervolgens de verkoop van mijn huis op een uiterst plezierige, deskundige en professionele manier begeleid. Dankzij zijn perfecte inlevingsvermogen van zowel verkoper als potentiële koper is het huis na een eerste bezichtigingsronde binnen een week verkocht. Hulde.MvrgrJDM Faberwij hebben onze huis via 11 makelaars verkocht,de verkoop ging heel snel, net zoals de service van 11 makelaars,onze verkoper was Jeffrey Veerkamp.wij moesten kiezen uit 4 makelaar wat soms wel lastig is,Jeffrey heeft ons het gevoel gegeven dat hij onze huis graag verkopen wil, en aangezien hij degene was die vaker belde maakte dat voor ons iets gemakkelijker om te kiezen,wij dachten als hij nu al zo zijn best doet om ons huis te willen verkopen, dan zal hij ook op deze manier zijn best doen om onze huis te verkopen,belde ook altijd netjes terug en was zeer correct met afspraken,goed geregeld met bezichtigingen en organisatie rondom de verkoop,er werd goed met ons overlegd en ook goed advies gegeven,wat onze beslissingen gemakkelijker maakten,hij was goed op de hoogte over de verkoopmarkt en zeker van zijn zaak.ving de kijkers goed op met zijn collega.vanaf onze handje druk naar felicitatie, tot sleuteloverdracht staat onze makelaar voor ons klaar. tot onze belangen zijn behartigd en onze zaken worden afgerond zoals afgesproken.schudden wij nogmaals de hand van onze makelaar en bedanken hem voor de goede service.11 makelaars ,voor ons 11 maal beter.bedankt 11 makelaars,bedankt Jeffrey veerkamp voor je goede presentatie.niet zo maar een makelaar,maar 11 makelaars,Top makelaar! Wij zijn geholpen door Jeffrey Veerkamp en heeft het hele proces super geleid!"
2M makelaars,"Prima contact met de makelaar. Snelle terugkoppeling na de bezichtigingen. Dit als prettig ervaren. Deskundig en goed geïnformeerd en er wordt naar je geluisterd.Daar kan Waltmann Papendrecht nog wat van leren.Contact en ervaring met deze makelaar als heel prettig ervaren! Ze denken met je mee en onderhouden goed contact. Wij zouden hem zeker aanraden! Prettig kantoor met kundige makelaars. Contact verliep vlot en volgens afspraken. Ondanks veel kijkers werd er toch voor iedere kijker apart een afspraak gemaakt, waardoor de makelaar achteraf bruikbare informatie kon geven over geïnteresseerden met een goed advies.Vriendelijk in contact en bereid een beetje extra voor je te doen. Fijne makelaar voor de verkoop van onze woning, maar ook bij de aankoop van onze nieuwe woing. Goede afspraken, alles goed geregeld."
